term,count,num_files
pout,1,1
pucker,1,1
college—who,1,1
kissed—could,1,1
"afterward,",1,1
jellybean,1,1
"senior,",1,1
drops.,1,1
campanile.,1,1
"1pm,",1,1
dissipated.,1,1
joined:,1,1
"internships,",1,1
then—nothing.,1,1
demands:,1,1
"hardship,",1,1
curb.,1,1
wheelchair,1,1
sticks.,1,1
gnashes.,1,1
door’,1,1
rock-and-sand,1,1
"crutches,",1,1
fattish,1,1
nerdi,1,1
bumper-to-bump,1,1
"eaton,",1,1
"martin,",1,1
helser,1,1
cat-ey,1,1
tights.,1,1
mayhem,1,1
lincoln.,1,1
crosswalk,1,1
lever.,1,1
goate,1,1
corduroy,1,1
button-down,1,1
"undergraduate,",1,1
underpass.,1,1
nametag,1,1
"chris,",1,1
side?,1,1
freddy’,1,1
archway,1,1
haber.,1,1
"chris,”",1,1
guy’,1,1
humanity—even,1,1
politeness—in,1,1
pepperoni,1,1
droplet,1,1
finger-,1,1
labyrinthian,1,1
stone—a,1,1
sprig,1,1
cellular,1,1
membrane;,1,1
legume.,1,1
dissip,1,1
bloodstream.,1,1
subterranean,1,1
ripple.,1,1
marek.,1,1
sculptures”,1,1
2014-2015,1,1
“one’,1,1
sculptures:,1,1
"vibration,",1,1
transduc,1,1
"cables,",1,1
mono,1,1
"source,",1,1
"ipod,",1,1
"frames,",1,1
overbeaten,1,1
_sound,1,1
sculptures._,1,1
(next,1,1
page),1,1
microphone.,1,1
"disc,",1,1
"transducer,",1,1
piezi,1,1
"“branches,”",1,1
elizabeth,1,1
"(top,",1,1
ecosymphon,1,1
"(bottom,",1,1
"above),",1,1
(cera),1,1
"meanders,",1,1
"display,",1,1
"humanities,",1,1
cera—allow,1,1
maze-lik,1,1
"pathways,",1,1
human-s,1,1
kershawand,1,1
"(uk),",1,1
"kershaw,",1,1
"warwick,",1,1
earthris,1,1
keynot,1,1
"conferences,",1,1
continents.,1,1
"professionals,",1,1
theatric,1,1
kershaw,1,1
cera’,1,1
surroundings—a,1,1
1968—and,1,1
estates.,1,1
installation’,1,1
"towers,",1,1
sensesc,1,1
"rouge,",1,1
"angeles,",1,1
"grants,",1,1
"prizes,",1,1
residencies.,1,1
bring.,1,1
biospher,1,1
two-,1,1
three-dimension,1,1
artifactu,1,1
"""fluoresce""",1,1
"""fathom""",1,1
"""perfect",1,1
"form""",1,1
"""baggy""",1,1
"""bayggy.""",1,1
sleepi,1,1
"milford,",1,1
weathering.,1,1
"tornadoes,",1,1
"""alright,",1,1
"go,""",1,1
vertebrates.,1,1
"counting,",1,1
boxi,1,1
vans.,1,1
"tossed,",1,1
shoulder:,1,1
"""as",1,1
"be,""",1,1
"wizard,",1,1
twigs.,1,1
georgia:,1,1
"mottled,",1,1
"""mwahaha""",1,1
transpar,1,1
sulphur-smel,1,1
reeds.,1,1
"notebooks,",1,1
sein,1,1
crotch.,1,1
torso,1,1
lizard,1,1
"salamanders,",1,1
jolt,1,1
stomach.,1,1
mud-wrestl,1,1
"motions,",1,1
ooz,1,1
"cursing,",1,1
doggy-paddl,1,1
mud-equival,1,1
"prom,",1,1
"""mud",1,1
panting.,1,1
"workout.""",1,1
paparazzi,1,1
gaudi,1,1
flash.,1,1
fireworks?*,1,1
fireworks?,1,1
ol,1,1
fashion,1,1
slush,1,1
"""whoooaaaa.""",1,1
golfer,1,1
torrent,1,1
"frenzy,",1,1
ping,1,1
teleport,1,1
"land—honest,",1,1
hide—and,1,1
recess.,1,1
georgian,1,1
cloud-paparazzi.,1,1
wetsuit,1,1
plugs.,1,1
onyx,1,1
motherland,1,1
tongue-less,1,1
starstruck,1,1
whet,1,1
thirst,1,1
vu,1,1
"sunshine,",1,1
raindanc,1,1
sundanc,1,1
bloodlin,1,1
ndn,1,1
caballo,1,1
"millenia,",1,1
infin,1,1
(notr,1,1
dame,1,1
"victories),",1,1
canada’,1,1
provinces.,1,1
"province,",1,1
"nuns,",1,1
"1853,",1,1
[hudson,1,1
biche.,1,1
km,1,1
"biche,",1,1
1855.,1,1
oblates’,1,1
tissot,1,1
maisonneuv,1,1
"pitt,",1,1
[red,1,1
brigades.,1,1
"1867,",1,1
scow,1,1
traders’,1,1
caravan,1,1
10-20,1,1
oxen,1,1
pitt,1,1
“grand,1,1
hanger”—a,1,1
barg,1,1
missions.,1,1
fulfill.,1,1
"limitations,",1,1
turnips.,1,1
wheat;,1,1
alberta.,1,1
trials—which,1,1
region—l,1,1
"1863,",1,1
missionari,1,1
(flour),1,1
water-pow,1,1
"sawmill,",1,1
métis,1,1
boats.,1,1
1898.,1,1
"abandoned,",1,1
priests.,1,1
nuns---,1,1
--—came,1,1
enrollment.,1,1
center;,1,1
"1915,",1,1
telegraph,1,1
mission—th,1,1
(priests’,1,1
abandoned;,1,1
"rectory,",1,1
(1987),1,1
(1989),1,1
site’,1,1
yashica,1,1
commercially.,1,1
"tones,",1,1
trove,1,1
"digitized,",1,1
emulsion.,1,1
"group,”",1,1
romantic,1,1
adult.”,1,1
operations---also,1,1
cofound,1,1
"“nonprofit,",1,1
nonpartisan,1,1
decisions.”,1,1
"demonstrations,",1,1
"ia,",1,1
croix,1,1
richmond.,1,1
"mud-ducks,",1,1
i.e.:,1,1
transplants.,1,1
upstand,1,1
and---a,1,1
ago---thi,1,1
piqu,1,1
entrepreneuri,1,1
sandwich/coffe,1,1
"venture,",1,1
gentlemen,1,1
happening”,1,1
closing),1,1
concept.,1,1
"wallpaper,",1,1
"plumbing,",1,1
electrical.,1,1
headfirst.,1,1
mingling.,1,1
well-planned-out,1,1
well-hidden,1,1
thought-out,1,1
spini,1,1
crunchi,1,1
shaker.,1,1
shaker,1,1
community-support,1,1
(csa).,1,1
“super,1,1
sunday”,1,1
"65,",1,1
place---stuff,1,1
cook…”,1,1
"poof,",1,1
cook.,1,1
"slicer,”",1,1
slicer,1,1
\$400.”,1,1
patisseri,1,1
“give,1,1
month.”,1,1
“send,1,1
gelato,1,1
machine---th,1,1
venture.,1,1
gluten.,1,1
menu---but,1,1
"stature,",1,1
giddy!,1,1
bistro.,1,1
tilapia---an,1,1
often-farm-rais,1,1
fresh-wat,1,1
fish---a,1,1
hard-wal,1,1
burbl,1,1
tilapia.,1,1
"muddy,",1,1
"grimy,",1,1
toxin-fre,1,1
long-,1,1
lenz,1,1
[thresh,1,1
piggies.,1,1
"adventurous,",1,1
"starts,",1,1
showcasing.,1,1
just-right,1,1
asparagus,1,1
"price,”",1,1
bet!,1,1
yay!”,1,1
suppliers---phil,1,1
[star,1,1
fresh-pick,1,1
"received,",1,1
dropper,1,1
"hardworking,",1,1
‘namedrop’.,1,1
dropped.,1,1
"participate,",1,1
"easel,",1,1
patron’,1,1
"card,",1,1
waitstaff,1,1
"cause,",1,1
contributing.,1,1
15-second,1,1
“elev,1,1
"speech,”",1,1
years---fresh,1,1
food---whil,1,1
boarder,1,1
cobweb,1,1
bygon,1,1
fix.,1,1
gape,1,1
soul?,1,1
"tangles,",1,1
trap;,1,1
trestl,1,1
"marble,",1,1
"eternal,",1,1
fairy.,1,1
"sighs,",1,1
"secrets,",1,1
"formulas,",1,1
"spells,",1,1
caress,1,1
"nightingale,",1,1
"majestic,",1,1
"gaiety,",1,1
anxieties.,1,1
ecstasi,1,1
forevermore.,1,1
iowa—hom,1,1
college—wa,1,1
shaken,1,1
explosion.,1,1
"sunrise,",1,1
damaged.,1,1
*grinnel,1,1
herald*,1,1
"yearbooks,",1,1
students—along,1,1
universities—follow,1,1
“class,1,1
"scrap,”",1,1
1870s.,1,1
capture-the-flag,1,1
skirmish,1,1
"marauders,",1,1
predetermin,1,1
*scarlet,1,1
"black,*",1,1
scrappers’,1,1
overpow,1,1
gymnasium.,1,1
administration’,1,1
stole,1,1
nonmetal,1,1
decency.,1,1
1913,1,1
announcement.,1,1
"contest,",1,1
"actuality,",1,1
traffic.,1,1
"fragment,",1,1
"wagon,",1,1
"presidents,",1,1
decades-old,1,1
concuss,1,1
blast.,1,1
suffer.,1,1
"explosion,",1,1
"yearbook,",1,1
"pushball,",1,1
diameter.,1,1
vestig,1,1
whitak,1,1
archaeologists.,1,1
mcgough,1,1
"lead,",1,1
markers.,1,1
"robinson,",1,1
"aviator,",1,1
altitud,1,1
founder.,1,1
peace.,1,1
"buried,",1,1
franz,1,1
ferdinand,1,1
sarajevo,1,1
"overseas,",1,1
returned.,1,1
meaning.,1,1
"figuratively,",1,1
iowa-born,1,1
"singer-songwriter,",1,1
[pieta,1,1
sustain—a,1,1
sold-out,1,1
grammy-award,1,1
[bo,1,1
breathi,1,1
alt-country.,1,1
abli,1,1
middle-america,1,1
"ending,",1,1
"reverent,",1,1
fade.,1,1
"freeze,",1,1
"kith,",1,1
"tallgrasses,",1,1
"coneflowers,",1,1
land-mus,1,1
"connection,”",1,1
accompanist,1,1
collaborator.,1,1
grammy-win,1,1
"songwriter,",1,1
coloss,1,1
waltz.”,1,1
wife—pieta’,1,1
stepmother—i,1,1
singer-songwrit,1,1
[iri,1,1
"“shack,",1,1
really.”,1,1
"circuit,”",1,1
firework,1,1
instruments---h,1,1
one---in,1,1
jams.,1,1
royalty.,1,1
performer.,1,1
"tour-road,",1,1
"collaboration,",1,1
ramsey.,1,1
"ticket,",1,1
gift.”,1,1
country-hip,1,1
"mystique,",1,1
polite—a,1,1
ma’am”,1,1
respectfulness.,1,1
sincer,1,1
"tribute,",1,1
"prepared,",1,1
improvisational.,1,1
"demeanor,",1,1
strum,1,1
tremolos.,1,1
world”—a,1,1
williams.,1,1
days”—som,1,1
crowd—“but,1,1
roots---which,1,1
self-titl,1,1
2002---she,1,1
"pleasure,”",1,1
"correspondence,",1,1
“music,1,1
postcards.”,1,1
[mark,1,1
"fame),",1,1
"tracker,”",1,1
knopfler,1,1
"prompted,",1,1
"light,”",1,1
pieta’,1,1
records’,1,1
account.**,1,1
kristin,1,1
"stories---that,",1,1
“[make],1,1
mundane.”,1,1
neo-class,1,1
"“uprooted,”",1,1
"[belmond,",1,1
"2,300.",1,1
"belmond,",1,1
headlines---brain,1,1
"drain,",1,1
high-tech,1,1
(non-european),1,1
immigrants---i,1,1
30-odd,1,1
"paradoxes,",1,1
"casino,",1,1
shuffle.,1,1
ipod,1,1
songs;,1,1
"polka,",1,1
"refineries,",1,1
shacks.,1,1
“univers,1,1
"traveler,”",1,1
un-voic,1,1
strings.,1,1
"terrified,",1,1
"shatter,",1,1
forever-imag,1,1
"bidden,",1,1
unwanted;,1,1
frame;,1,1
"cinematic,",1,1
"terror,",1,1
koch,1,1
"refinery,",1,1
thirty-eight,1,1
death-image.,1,1
mirrors.,1,1
"mirrors,",1,1
complimentari,1,1
cassadi,1,1
*on,1,1
road*.,1,1
"tyke,",1,1
"monterey,",1,1
game.,1,1
mystic,1,1
ginsberg,1,1
"snyder,",1,1
list---h,1,1
he---but,1,1
"*bukowski,",1,1
"bukowski,",1,1
"bukowski,*",1,1
"beat,*",1,1
fucking.*,1,1
course;,1,1
curi,1,1
ferdinand.,1,1
"faucets,",1,1
half-hour,1,1
edwin,1,1
meese’,1,1
"secretary,",1,1
dwight,1,1
eisenhower’,1,1
mirroring;,1,1
makeup.,1,1
"argued,",1,1
"interestedly,",1,1
"amicably,",1,1
"kerouac,",1,1
cassady.,1,1
force?,1,1
kerouac?,1,1
"dimension,",1,1
cassady?,1,1
3;,1,1
categorization.,1,1
"avoiding,",1,1
“corridor,1,1
confrontation”,1,1
*structur,1,1
"good,*",1,1
"*first,",1,1
*doe,1,1
are*---*should,1,1
order?,1,1
order.),1,1
*just,1,1
says.*,1,1
*let’,1,1
two-year-old,1,1
wonderland;,1,1
absurd.,1,1
"it,*",1,1
basil?,1,1
“confront,1,1
‘free’,1,1
herbs;,1,1
morality.”,1,1
love-triangl,1,1
hundred-year,1,1
showplace.,1,1
"sprig,",1,1
"*tasty,*",1,1
some.*,1,1
so---not,1,1
ghost.,1,1
"isaac,",1,1
awe:,1,1
transubstanti,1,1
"supreme,",1,1
“damian’,1,1
"pesto,”",1,1
pizza---fresh,1,1
"mozzarella,",1,1
"pecorino,",1,1
14-inch,1,1
pita,1,1
holyland,1,1
deli.,1,1
lap.,1,1
"sitting,",1,1
"uncovered,",1,1
staring.,1,1
*long,1,1
muscles.*,1,1
(long,1,1
muscles),1,1
leather;,1,1
"indignation,",1,1
bead,1,1
roach.,1,1
ascending.,1,1
moss-cov,1,1
rock-thought,1,1
"sunset,*",1,1
nude,1,1
shell---heinlein’,1,1
heroine/assassin,1,1
maureen,1,1
botticelli’,1,1
venus.,1,1
“heinlein,1,1
clouds.”,1,1
circuit.,1,1
necklace:,1,1
"schorl,",1,1
"tourmaline,",1,1
grieving:,1,1
gifts.,1,1
bangs.,1,1
"striated,",1,1
"igneous,",1,1
"metamorphic,",1,1
magmat,1,1
"pressures,",1,1
insides.,1,1
"beads,",1,1
"cotton,",1,1
sunset.*,1,1
necklace’,1,1
terminus.,1,1
>6,1,1
soybean.,1,1
"desolate,",1,1
"blackest,",1,1
created;,1,1
"tundra,",1,1
wasteland,1,1
dada,1,1
fahrenheit.,1,1
"dislocated,",1,1
zeta,1,1
"reticuli,",1,1
thousand-year,1,1
"conspiracies,",1,1
messiahs.,1,1
(*twees!*).,1,1
"boarded,",1,1
rust-color,1,1
encircl,1,1
faunal,1,1
"arborvitaes,",1,1
"chips,",1,1
atom-era,1,1
four-foot,1,1
fulgent,1,1
footpath,1,1
"sweated,",1,1
"toddlers,",1,1
"ganymede,",1,1
jupit,1,1
"takeout,",1,1
wrapper,1,1
forty-six,1,1
huski,1,1
halcyon,1,1
socket,1,1
"voids,",1,1
cheek;,1,1
"decaying,",1,1
abscess,1,1
"smiling,",1,1
thirty.,1,1
eyebrow,1,1
"beatitude,",1,1
"vulnerability,",1,1
"reaching,",1,1
sacred,1,1
sharing;,1,1
not-him.,1,1
"handsome,",1,1
china-blu,1,1
dashboard,1,1
beasti,1,1
"yauch,",1,1
1970.,1,1
lennon,1,1
1983.,1,1
*doubl,1,1
"fantasy,*",1,1
*milk,1,1
"honey*,",1,1
"strangeness,",1,1
listenability.,1,1
“imagine”,1,1
"yoko,",1,1
chapman’,1,1
"breakup,",1,1
pass*.,1,1
lord”,1,1
“here,1,1
sun”,1,1
ringo,1,1
"solo,",1,1
“yellow,1,1
submarine”,1,1
"friends,”",1,1
mediocr,1,1
existed.,1,1
"200,000,000",1,1
fissur,1,1
sub-mind,1,1
magma,1,1
"fissures,",1,1
ardent,1,1
lava.,1,1
"ashore,",1,1
loami,1,1
"rushes,",1,1
fecund,1,1
lotus,1,1
"ferns,",1,1
"succulents,",1,1
thoughts.,1,1
"answered,",1,1
"disbelief,",1,1
accent,1,1
sweetly:,1,1
*tony?*,1,1
gasping.,1,1
"*tony,*",1,1
"jeremy,",1,1
sketch.,1,1
*honey,1,1
"(?)*,",1,1
*tony’,1,1
"dead,*",1,1
screamed.,1,1
*your,1,1
tony?*,1,1
atrium,1,1
jedi,1,1
mock-lightsab,1,1
"fighting,",1,1
swim-suit,1,1
belly-deep,1,1
self-creat,1,1
repeat---“a,1,1
"grave,”",1,1
*his,1,1
grave.*,1,1
you?*,1,1
radishtree.*,1,1
justin:,1,1
*i’m,1,1
way.*,1,1
"justin,",1,1
"immobile,",1,1
cavorting.,1,1
"shadow,",1,1
justin’,1,1
consol,1,1
*sit,1,1
"down,*",1,1
"hard,*",1,1
“bosom,1,1
friend.”,1,1
&infin;,1,1
caveat:,1,1
"hadn’t,",1,1
"same,*",1,1
"telling,",1,1
"back,*",1,1
me.*,1,1
"*dame,*",1,1
be.*,1,1
"me,*",1,1
"incredulous,",1,1
*you’ll,1,1
*but,1,1
different.*,1,1
"descended,",1,1
arborvita,1,1
foliage-door,1,1
"foliage-door,",1,1
"minotaur,",1,1
memory---,1,1
---walk,1,1
cast-off,1,1
tacki,1,1
"fabric,",1,1
asleep,1,1
mcmuffin,1,1
reborn,1,1
---arriv,1,1
"cameras,",1,1
"tripods,",1,1
"cigarettes,",1,1
"overlooks,",1,1
gird,1,1
"handrails,",1,1
"moonlight,",1,1
chung,1,1
"outcrops,",1,1
"synchronized,",1,1
smile---,1,1
traversed.,1,1
later/4,1,1
parents:,1,1
stymi,1,1
"monument,",1,1
"life,”",1,1
oblivious.,1,1
garage.,1,1
scold,1,1
*that,1,1
hurt.*,1,1
"dilated,",1,1
cpr.,1,1
paramedics.,1,1
must.,1,1
he...left.,1,1
"dislocation,",1,1
"tony’s,",1,1
his...leaving.,1,1
"gone,*",1,1
*becaus,1,1
gone.*,1,1
aortic,1,1
"pressured,",1,1
off-limit,1,1
anyone:,1,1
"soul,",1,1
"tony-face,",1,1
"911,",1,1
senseless,1,1
"respond,",1,1
"statues,",1,1
unalter,1,1
*we’ll,1,1
amplifiers.,1,1
"kits,*",1,1
mail.*,1,1
ambassadorship,1,1
disorientation.,1,1
gruesom,1,1
disorientation:,1,1
"unseated,",1,1
"ambassador,",1,1
ambassador?,1,1
least&ensp;</p><h2,1,1
"treadmilling,",1,1
oatmeal-color,1,1
null,1,1
butcher’,1,1
robot,1,1
oatmeal,1,1
"unprepared,",1,1
"keys,",1,1
pars,1,1
treadmill.,1,1
filtered.,1,1
"treadmill,",1,1
"avoidance,",1,1
decant,1,1
"treadmills,",1,1
upstairs.,1,1
climber,1,1
faux-rock,1,1
clown-color,1,1
"elliptical,",1,1
too-skinni,1,1
"climber,",1,1
towel-bin.,1,1
beer-gut,1,1
pilat,1,1
pilates-es,1,1
unrol,1,1
"mats,",1,1
scorekeeper-lit,1,1
"lightbulbs,",1,1
"sidelines,",1,1
"counter-clock-wise,",1,1
lincoln-on-rushmor,1,1
left-hand,1,1
half-chord,1,1
single-str,1,1
sonically.,1,1
mahogani,1,1
hair’,1,1
so-blu,1,1
"lasts,",1,1
"timelessness,",1,1
falters.,1,1
eboni,1,1
bass’,1,1
"fretboard,",1,1
wobble.,1,1
tearing.,1,1
streetlight,1,1
"smiles,",1,1
*fuck!*,1,1
undersid,1,1
"unbidden,",1,1
"slides,",1,1
"side-saddle,",1,1
"triangle,",1,1
"palm,",1,1
high-middl,1,1
"exultation,",1,1
cigarettes.,1,1
"swell,",1,1
astaire-,1,1
"twirling,",1,1
stereo.,1,1
bookshelf:,1,1
"basquiat,",1,1
"rothko,",1,1
gerhard,1,1
richter.,1,1
stocking,1,1
nowhere---and,1,1
feeling---what,1,1
forget?,1,1
crying?,1,1
"guaraldi,",1,1
daintili,1,1
finger-walk,1,1
"jazzmaster,",1,1
successfully.,1,1
hifi,1,1
pretend-ice-sk,1,1
"rejects,",1,1
otherness---th,1,1
stocking-sk,1,1
commutes?,1,1
circumv,1,1
sobs.,1,1
loud:,1,1
"lovers,",1,1
"medicated,",1,1
gravesite.,1,1
*how,1,1
"interrupting,",1,1
"4am,",1,1
"lawn,",1,1
tony;*,1,1
"vacant,",1,1
permut,1,1
sing-song,1,1
tony.,1,1
"t-billy,",1,1
"tyrone,*",1,1
"overlay,",1,1
dissassoci,1,1
stutterer:,1,1
*tah-tah-tony.*,1,1
5am.,1,1
"girlfriend,",1,1
"christina,",1,1
questioning:,1,1
dark?*,1,1
*tony!,1,1
shit!,1,1
morning!*,1,1
"afterlife,",1,1
together:,1,1
falter,1,1
underneath/separ,1,1
roulett,1,1
ridiculous.,1,1
*t-billy.,1,1
t-billy.,1,1
tyrone.*,1,1
me---in,1,1
louder:,1,1
"incantation,",1,1
"precept,",1,1
1.620,1,1
*usa,1,1
"today*,",1,1
"thunderstorm,",1,1
spheroid,1,1
tube-shap,1,1
bases.,1,1
"sundry,",1,1
"amusing,",1,1
conjecture;,1,1
stoplight,1,1
nineti,1,1
treadmil,1,1
"time),",1,1
"towels,",1,1
boredom.,1,1
*look,1,1
"treadmill,*",1,1
crying.*,1,1
"*aw,",1,1
"guy,*",1,1
cumul,1,1
broccoli,1,1
"awkward,",1,1
too-long,1,1
fingers---,1,1
(jack,1,1
kerouac:,1,1
face---hard,1,1
describe...sway,1,1
"majestical,”)",1,1
light-spe,1,1
"anchored,",1,1
stoplight.,1,1
"permanence,",1,1
brillianc,1,1
wait;,1,1
"waiting,",1,1
off---that,1,1
"stoplight,",1,1
is---releas,1,1
"search,",1,1
professor’,1,1
house!,1,1
books.”,1,1
unoccupi,1,1
attic.,1,1
"angel,",1,1
-150f,1,1
"flue,",1,1
backyard:,1,1
on!,1,1
surprises.,1,1
nurse.,1,1
stairs.,1,1
presents.,1,1
wash.,1,1
fireplace.,1,1
"mantle,",1,1
silently.,1,1
understood;,1,1
anecdote.,1,1
"stairs,”",1,1
congregate....”,1,1
ashes.”,1,1
doctor’,1,1
"daughters,",1,1
visitor’,1,1
wife’,1,1
alzheimer’,1,1
"brother-in-law,",1,1
ziplock,1,1
jacket.,1,1
unceremoni,1,1
ricardo,1,1
eavesdrop,1,1
tree?,1,1
wanted?,1,1
name?,1,1
"“patricia,”",1,1
patricia.”,1,1
patricia.,1,1
cacophony.,1,1
‘bout,1,1
"lazily,",1,1
"carefully,",1,1
stamen’,1,1
jewel.,1,1
hast,1,1
"thrum,",1,1
impetuous.,1,1
yaw,1,1
crown:,1,1
pirouett,1,1
blossom’,1,1
flower’,1,1
soliloquy.,1,1
oct,1,1
header.,1,1
header,1,1
caption,1,1
{{/*,1,1
"caption=""photo",1,1
"andelson""",1,1
*/}},1,1
sori,1,1
indusium,1,1
"pluto,",1,1
"farrowing,",1,1
"lambing,",1,1
grove.,1,1
‘shroom,1,1
life-list,1,1
spider-webbi,1,1
lawn).,1,1
roadtrip.,1,1
thanksgiving.,1,1
fast-fal,1,1
faster-fal,1,1
"thermometer,",1,1
*westworld*,1,1
*orphan,1,1
black*,1,1
"claustrophobia,",1,1
roadtrip,1,1
fever.,1,1
stat,1,1
uptick,1,1
tire-rot,1,1
snowbank,1,1
"roadtrip,",1,1
*sui,1,1
"generis*,",1,1
us---a,1,1
"reserved,",1,1
"showy,",1,1
warm-heart,1,1
"dawdle,",1,1
"prescription,",1,1
roads---for,1,1
then-wif,1,1
viewer’,1,1
"trifecta,",1,1
pronghorn,1,1
[will,1,1
summer---an,1,1
[morgan,1,1
miles---a,1,1
will’,1,1
"1899,",1,1
"afterwards,",1,1
afterbirth,1,1
abnormal.,1,1
triplets;,1,1
"carl,",1,1
clara.,1,1
"\$10,",1,1
\$7,1,1
clara,1,1
(edward,1,1
"carl),",1,1
ernest.,1,1
wealthy.,1,1
"cinderella,",1,1
fairi,1,1
"edmund,",1,1
1899.,1,1
edmund’,1,1
"edna,",1,1
"triplet,",1,1
teased.,1,1
"well-dressed,",1,1
"well-fed,",1,1
spartan,1,1
clabber,1,1
vigor.,1,1
"flakes,",1,1
shavings.”,1,1
"promotional,",1,1
"g,",1,1
"o,",1,1
"yell,",1,1
"winners,",1,1
semi-porcelain,1,1
china,1,1
clementson,1,1
brothers.,1,1
loav,1,1
bologna,1,1
filet,1,1
"mignon,",1,1
"drops,",1,1
disgusting.,1,1
cider.,1,1
"applesauce,",1,1
"dresser,",1,1
dresser,1,1
third.,1,1
underwear,1,1
seventh,1,1
"walter,",1,1
infancy.,1,1
"brood,",1,1
sex.,1,1
thelma.,1,1
teen,1,1
thelma,1,1
“piti,1,1
pearl.”,1,1
“cinderella”,1,1
and...sist,1,1
truckload...,1,1
"ellsworth,",1,1
“broken”,1,1
(broken,1,1
tamed).,1,1
melons.,1,1
truckload,1,1
“batch,1,1
"days,”",1,1
bachelor.,1,1
dropped),1,1
laundry.,1,1
(whatev,1,1
“yaki,1,1
dum,1,1
fas,1,1
coogie”,1,1
(spell,1,1
phonetically),1,1
swearing.,1,1
“hay,1,1
stacks”.,1,1
"stack,",1,1
loyalty.,1,1
janzen’,1,1
prayer.,1,1
beverages.,1,1
"germans,",1,1
germans.,1,1
wives.,1,1
fifty-five.,1,1
"grandmother’s,",1,1
sons),1,1
seven-eighth,1,1
one-eighth.,1,1
"check,",1,1
cousins),1,1
leon’,1,1
"wilbert,",1,1
“oxhide.”,1,1
roster,1,1
“oxhid,1,1
janzens.,1,1
"interpret,",1,1
illness.,1,1
optional.,1,1
"roster,",1,1
hand-written,1,1
"excerpt,",1,1
“oxide”,1,1
bezemeck,1,1
rejoicing.,1,1
gregory’,1,1
foggi,1,1
longhorn,1,1
heitschmidt,1,1
"pray,",1,1
heels.,1,1
achievement.,1,1
exam,1,1
"1895,",1,1
exam.,1,1
“ed,1,1
rig”,1,1
17-18,1,1
(1917-1918),1,1
wheels”.,1,1
"roy,",1,1
believable.,1,1
schroeder,1,1
i‘v,1,1
louisville.,1,1
year.ther,1,1
"*freckles*,",1,1
"1904,",1,1
frieda,1,1
hornfeld,1,1
1905),1,1
works:,1,1
lake*,1,1
image*,1,1
*twice,1,1
(togeth,1,1
book),1,1
nathaniel,1,1
"hawthorne,",1,1
*ben,1,1
hur*,1,1
lew,1,1
"wallace,",1,1
shakespeare*.,1,1
1917-18,1,1
(545,1,1
"pages),",1,1
"textbook,",1,1
iii,1,1
england*,1,1
(646,1,1
pages),1,1
england’,1,1
"literature*,",1,1
sophist,1,1
diplomas.,1,1
motto.,1,1
rosa),1,1
a+,1,1
a-,1,1
"unclear,",1,1
simultaneously:,1,1
"nelson,",1,1
armistic,1,1
"11,",1,1
report.,1,1
"lessened,",1,1
\$125,1,1
salina,1,1
1919,1,1
lamb-fish,1,1
bookkeeper.,1,1
road!”,1,1
"suv,",1,1
laughing.,1,1
dab,1,1
incongru,1,1
were:,1,1
haunch,1,1
"christened,",1,1
expression,1,1
"fill,",1,1
"fit,",1,1
heiress,1,1
brownstone.,1,1
catalyst,1,1
painting;,1,1
worthier,1,1
stage;,1,1
"due,",1,1
davenport’,1,1
[figg,1,1
lovely.,1,1
masterwork.,1,1
listless,1,1
"intersection,",1,1
contemplate.,1,1
river?”,1,1
rhetorically.,1,1
"pet,”",1,1
"bettendorf,",1,1
quads.,1,1
[bix,1,1
upscal,1,1
chain;,1,1
highways;,1,1
168,1,1
wikipedia.,1,1
homicides.,1,1
churlish,1,1
avant-gard,1,1
"hinterlands,",1,1
traine,1,1
[minneapolis’,1,1
"clique,",1,1
opera.,1,1
latvia,1,1
chinese.,1,1
"theory,",1,1
pennsylvania.,1,1
[andi,1,1
warhol,1,1
[barn,1,1
"highlights,",1,1
kiefer,1,1
sutherland,1,1
philli,1,1
graciously.,1,1
hershey.,1,1
milieu;,1,1
m&m,1,1
scarf,1,1
pajamas:,1,1
bra.,1,1
"52,",1,1
classy.,1,1
outstanding.,1,1
first-ev,1,1
(green).,1,1
bar’,1,1
pajama,1,1
"bejeweled,",1,1
flesh-ton,1,1
unitard,1,1
"sinuous,",1,1
"spandex,",1,1
"suspect,",1,1
garbl,1,1
fiancée.,1,1
bride-to-b,1,1
clamber,1,1
intended.,1,1
"ingénue,",1,1
"70,",1,1
alike:,1,1
blotchi,1,1
unsteadi,1,1
greyish,1,1
detangl,1,1
raspi,1,1
unintelligible.,1,1
god’s-truth,1,1
adorable.,1,1
high-end,1,1
pâté,1,1
pinot,1,1
noir.,1,1
"expectations,",1,1
interstate.,1,1
"grouping,",1,1
park?,1,1
go?,1,1
playing.,1,1
else—no,1,1
theaters—just,1,1
shaven,1,1
loose-fit,1,1
bars’,1,1
"doorways,",1,1
emphat,1,1
riff,1,1
overloud,1,1
"foreboding,",1,1
"block,”",1,1
helpfully.,1,1
"venue,",1,1
"*passeggiata,*",1,1
"stroll,",1,1
embroideri,1,1
pockets;,1,1
gauzi,1,1
tops.,1,1
earrings.,1,1
eyeshadow.,1,1
mascara.,1,1
"bleached,",1,1
mouss,1,1
spiki,1,1
totter,1,1
groom,1,1
figg,1,1
"enormous,",1,1
abstraction.,1,1
"brushed,",1,1
"swirls,",1,1
splotch,1,1
overwhelming:,1,1
nonstop,1,1
dimensions.,1,1
ghost-lik,1,1
