Content Path,Filename,develop Link,main Link,Production Link,title,last_modified_at,to-do List,articleIndex,description,azure_dir,Obsolete Front Matter,contributors,contributor.role,contributor.name,contributor.headshot,contributor.caption,contributor.bio,categories,header_image,header_image.filename,header_image.alt_text,tags,byline,byline2,subtitle,no_leaf_bug,index,date,draft
past-issues/volume-iv-issue-2,gnosis,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/gnosis ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/gnosis ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/gnosis ,Gnosis,2023-09-19 15:10:27,,92,"The word ""gnosis"" denotes the study of spiritual mysteries, which this poet recognizes in the sky, in the land, in the eyes of love.",rootstalk-2018-spring,[],1,author,Stephanie Snow,snow-headshot-volume-iv-issue-2.jpg,,"**_Stephanie Snow_** is a writer and musician, who currently lives on the [Meskwaki Settlement](https://www.meskwaki.org) in cent...",Poetry,True,snow-header-gnosis.jpg,,,,,,,,2017-12-14 07:41:18,False
past-issues/volume-iv-issue-2,lac-la-biche-mission,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/lac-la-biche-mission ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/lac-la-biche-mission ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/lac-la-biche-mission ,The Heart of the Oblates’ North,2023-09-19 15:10:28,,44,Our first contributor from Canada tells how a piece of prairie history was preserved in northern Alberta.,rootstalk-2018-spring,[],1,author,Jennifer Mueller,mueller-headshot-volume-iv-issue-2.jpg,,**_Jennifer Mueller_** is the Site Manager for the [Lac La Biche Mission Historical Site.](http://www.laclabichemission.com)  She...,Essay,True,mueller-header-lac-la-biche.jpg,,,,,The Lac La Biche Mission,,,2020-01-07 06:26:54,False
past-issues/volume-iv-issue-2,closeup-keith-kozloff,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/closeup-keith-kozloff ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/closeup-keith-kozloff ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/closeup-keith-kozloff ,Closeup: Keith Kozloff,2023-09-19 15:10:27,,69,Keith Kozloff discovered a trove of his old black-and-white negatives from the 1970s in an old shoe box. Take a look at this sele...,rootstalk-2018-spring,[],1,author,Keith Kozloff,kozloff-headshot-volume-iv-issue-2.jpg,,"**_Keith Kozloff’s_**  interest in photography began around the time of his 13th birthday, when he received a Yashica A—a twin-le...",Photo Essay,True,kozloff-header-keith-kozloff.jpg,,closeup,,,,,,2017-12-11 08:25:58,False
past-issues/volume-iv-issue-2,roots-talk-podcast-ep-4,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-4 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-4 ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-4 ,Roots Talk! Podcast Episode 4,2023-09-19 15:10:28,,80,Audio producers Noah Herbin and Eva Gemrich interview University of Iowa Prof David Osterberg about CAFOs.,rootstalk-2018-spring,[],2,Audio Producer,Noah Herbin,,,,Podcast,True,podcast-episode-4-header-roots-talk-cafos.jpg,This header image needs alt text!,interview,,,Environmental Scientist David Osterberg Talks About CAFO's,,,2017-12-12 03:49:00,False
past-issues/volume-iv-issue-2,from-my-table-to-yours,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/from-my-table-to-yours ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/from-my-table-to-yours ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/from-my-table-to-yours ,From My Table to Yours,2023-09-19 15:10:27,,81,A small-town restaurant is where the local foods movement gets real.,rootstalk-2018-spring,[],1,author,Ann P. Hall,hall-headshot-volume-iv-issue-2.jpg,,"**_Ann P. Hall_** attended [St. Catherine University](https://www.stkate.edu) and the [University of Wisconsin at River Falls,](h...",Memoir,True,hall-header-from-my-table-to-yours.jpg,,,,,,,,2021-10-01 13:03:19,False
past-issues/volume-iv-issue-2,making-room,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/making-room ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/making-room ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/making-room ,Making Room,2023-09-19 15:10:28,,43,"A room isn't just space in a house; it's a state of mind, as this poem reminds us.",rootstalk-2018-spring,[],1,author,Taylor Greene,greene-headshot-volume-iv-issue2.jpg,,"**_Taylor Greene_** is a recent graduate of the [University of Kentucky,](http://www.uky.edu/UKHome)  and a lifelong resident of ...",Poetry,True,greene-header-making-room.jpg,,,,,,,,2020-01-07 06:07:29,False
past-issues/volume-iv-issue-2,open-door,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/open-door ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/open-door ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/open-door ,Open Door,2023-09-19 15:10:28,,9,A Georgia poet celebrates the spirits of Spring.,rootstalk-2018-spring,[],1,poet,Fabrice Poussin,poussin-headshot-volume-iv-issue-2.jpg,,[Fabrice Poussin](http://www.shorter.edu/faculty/dr-fabrice-poussin) teaches French and English at [Shorter University.](http://w...,Poetry,True,poussin-header-open-door.jpg,This header image needs alt text!,,,,,,,2017-12-03 03:27:25,False
past-issues/volume-iv-issue-2,peace-rock,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/peace-rock ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/peace-rock ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/peace-rock ,The Peace Rock,2023-09-19 15:10:28,,58,How could a hunk of rock buried on a college campus have so much history attached to it? This woodworker/amateur historian tells us.,rootstalk-2018-spring,[],1,author,Byron Hueftle-Worley,byron-hueftle-worley.jpg,,"**_Byron Hueftle-Worley_** has been a Grinnellian for over fifty years, and a [City Council member](https://www.grinnelliowa.gov/...",Essay,True,peace-rock.jpg,,"local history,archaeology",,,,,,2017-12-09 05:43:13,False
past-issues/volume-iv-issue-2,pieta-brown-in-concert,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/pieta-brown-in-concert ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/pieta-brown-in-concert ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/pieta-brown-in-concert ,Pieta Brown in Concert,2023-09-19 15:10:28,,85,Our reviewer covers a Spring concert by Iowa folk music royalty Pieta Brown.,rootstalk-2018-spring,[],1,author,Kelly Hansen Maher,hansen-maher-headshot-volume-iv-issue-2.jpg,,"<a href=""/broken-external-link?dead=https://www.kellyhansenmaher.com/books"" target=""_blank"">Kelly Hansen Maher</a> lives in Grinn...",Review,True,hansen-maher-header-pieta-brown.jpg,This header image needs alt text!,music review,,,,,,2017-12-12 04:24:31,False
past-issues/volume-iv-issue-2,closeup-kristine-heykants,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/closeup-kristine-heykants ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/closeup-kristine-heykants ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/closeup-kristine-heykants ,Closeup: Kristine Heykants,2023-09-19 15:10:27,,88,"This Twin-cities photographer looked south for the images in this Closeup, to the small Iowa town of Belmond.",rootstalk-2018-spring,[],1,author,Kristine Heykants,heykants-headshot-volume-iv-issue-2.jpg,,"While she seems to be equally comfortable shooting portraits or landscapes, what drew us to the work of photographer [**_Kristine...",Closeup,True,heykants-header-kristine-heykants.jpg,,photography,,,,,,2017-12-13 06:46:12,False
past-issues/volume-iv-issue-2,johansson-his-ambassador,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/johansson-his-ambassador ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/johansson-his-ambassador ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/johansson-his-ambassador ,His Ambassador,2023-09-19 15:10:28,,26,"Grief is this writer's companion as he drives from Red Wing, Minnesota, to Minneapolis.",rootstalk-2018-spring,[],1,author,Damian Johansson,johansson-headshot-volume-iv-issue-2.jpg,,"**_Damian Johansson_** is completing his MFA at the [University of Minnesota.,](https://twin-cities.umn.edu)  where he writes, ta...",Memoir,True,johansson-header-hernandez-fenceline.jpg,,,,,,,,2021-09-23 19:21:50,False
past-issues/volume-iv-issue-2,this-old-house,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/this-old-house ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/this-old-house ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/this-old-house ,This Old House,2023-09-19 15:10:28,,62,"When you move into an old house in a small town, you inherit that house's history and, sometimes, its former residents.",rootstalk-2018-spring,[],1,author,Sam Pérez,perez-headshot-volume-iv-issue-2.jpg,,[Sam Pérez](http://mirzamperez.sites.grinnell.edu) was born in Honduras and moved to the U.S. to pursue graduate studies. When sh...,Memoir,True,perez-header-this-old-house.jpg,This header image needs alt text!,,,,,,,2017-12-11 06:08:40,False
past-issues/volume-iv-issue-2,ode-to-the-honey-bee,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/ode-to-the-honey-bee ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/ode-to-the-honey-bee ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/ode-to-the-honey-bee ,Ode to the Honey Bee,2023-09-19 15:10:28,,14,The poet confers a Spring blessing on one of the prairie's humblest---and most necessary---residents.,rootstalk-2018-spring,[],1,Poet,Ethan Kenvarg,kenvarg-headshot-volume-iv-issue-2.jpg,,"[Ethan Kenvarg](http://www.ethankenvarg.com) is a Chicago-based writer, artist, and musician. At Grinnell College, Ethan released...",Poetry,True,bee-header.png,This header image needs alt text!,,,,,,,2020-01-05 08:46:45,False
past-issues/volume-iv-issue-2,night-as-controlled-prairie-fire,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/night-as-controlled-prairie-fire ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/night-as-controlled-prairie-fire ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/night-as-controlled-prairie-fire ,"Think of night as controlled prairie fire, and it becomes an imperative",2023-09-19 15:10:28,,40,Our issue's third poet posits a commerce between ripening ferns and the stars.,rootstalk-2018-spring,[],1,poet,Clare Jones,jones-headshot-volume-iv-issue-2.jpg,,*Clare Jones* was awarded second prize in the essay category of the 2018 [Keats-Shelley Prize.](http://www.keats-shelley.co.uk/th...,Poetry,True,jones-header-night-as-controlled-prairie-fire.jpg,This header image needs alt text!,,,,,,,2020-01-06 23:05:19,False
past-issues/volume-iv-issue-2,editors-note-VolIV_Issue2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/editors-note-VolIV_Issue2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/editors-note-VolIV_Issue2 ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/editors-note-VolIV_Issue2 ,Time For A Roadtrip,2023-09-19 15:10:27,,2,"When the spring comes around, Midwesterners hit the road.",rootstalk-2018-spring,[],1,editor,Mark Baechtel,baechtel-headshot-volume-iv-issue-2.jpg,,"*Mark Baechtel* received his B.A. in print journalism from [The American University](https://www.american.edu) in Washington, DC,...",Editor's Note,True,baechtel-header-editors-note-vol-iv-issue-2.jpg,,,,,,,,2019-05-29 21:08:24,False
past-issues/volume-iv-issue-2,growing-up-in-kansas,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/growing-up-in-kansas ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/growing-up-in-kansas ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/growing-up-in-kansas ,Growing Up in Kansas,2023-09-19 15:10:27,,48,Anthropologist Don Janzen examines his own background in his essay about his father's homesteading childhood in early 20th centur...,rootstalk-2018-spring,[],1,author,Donald Janzen,janzen-headhshot-volume-iv-issue-2.jpg,,"**_Donald Janzen_** studied physics before earning a Master’s and PhD in anthropology at the [University of Michigan,](https://ww...",Family History,True,janzen-header-kansas.jpg,,,,,,,,2017-12-08 05:21:13,False
past-issues/volume-iv-issue-2,roadtrip,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roadtrip ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roadtrip ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/roadtrip ,Roadtrip,2023-09-19 15:10:28,,16,What's an East Coast transplant to do when she doesn't feel she fits in the Midwest? Fill a car with friends and head for Davenpo...,rootstalk-2018-spring,[],1,author,Tracy Harris,harris-headshot-volume-iv-issue-2.jpg,,"Tracy Harris is a writer and art lover from St. Paul, Minnesota. Her essays have appeared in [Midwestern Gothic,](http://midwestg...",Memoir,True,harris-roadtrip-header.jpg,This header image needs alt text!,,,,,,,2020-11-11 23:42:44,False
past-issues/volume-iv-issue-2,two-poems-bill-graeser,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/two-poems-bill-graeser ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/two-poems-bill-graeser ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/two-poems-bill-graeser ,Two Poems,2023-09-19 15:10:28,,77,This poet turns to a pair of Iowa icons--a Grant Wood painting and the quadrennial caucuses--to evoke the quiet behind the image.,rootstalk-2018-spring,[],1,poet,Bill Graeser,graeser-headshot-volume-iv-issue-2.jpg,,"[Bill Graeser,](https://billgraeser.com) a Long Island native, has worked as dairy farmer, carpenter, teacher of Transcendental M...",Poetry,True,graeser-header-two-poems-bill-graeser.jpg,Photo of an American Legion Post.,,,,,,,2017-12-11 19:49:06,False
past-issues/volume-iv-issue-2,publishers-note-VolIV_Issue2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/publishers-note-VolIV_Issue2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/publishers-note-VolIV_Issue2 ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/publishers-note-VolIV_Issue2 ,"Sight, Sound and ... Smell?",2023-09-19 15:10:28,,1,"As a multimedia journal, Rootstalk offers words, pictures, video and sound. Does the future hold smell as well?",rootstalk-2018-spring,[],1,Publisher,Jon Andelson,andelson-headshot-volume-iv-issue-2.jpg,,Jon Andelson is the publisher of Rootstalk. He is the Rosenfield Professor of Social Science ([Anthropology](http://www.grinnell....,Publisher's note,True,andelson-header-publishers-note-vol-iv-issue-2.jpg,This header image needs alt text!,,,,,,,2017-12-01 00:00:00,False
past-issues/volume-iv-issue-2,roots-talk-podcast-ep-3,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-3 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-3 ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/roots-talk-podcast-ep-3 ,Roots Talk! Podcast Episode 3,2023-09-19 15:10:28,,42,"In the first of two podcasts in this issue, plant scientist Lee DeHaan discusses the new perennial grain, Kernza.",rootstalk-2018-spring,[],1,Audio Producer,Noah Herbin,,,,Podcast,True,podcast-episode-3-header-kernza.jpg,,"agriculture,sustainability,interview",,,Scientist Lee DeHaan and Rancher Pete Ferrel Talk About Perennial Grain Kernza,,,2020-01-06 23:27:55,False
past-issues/volume-iv-issue-2,roots-of-stone,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-of-stone ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/roots-of-stone ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/roots-of-stone ,Roots of Stone,2023-09-19 15:10:28,,64,"When this Minnesota writer's family farm became a regional park, she kept her family memories.",rootstalk-2018-spring,[],1,author,Michele M. Brennhofer,brennhofer-headshot-volume-iv-issue-2.jpg,,"**_Michele Brennhofer_** is a substitute teacher, primarily junior high and high school, who lives north of the Twin Cities in Wy...",Memoir,True,brennhofer-header-roots-of-stone.jpg,,,,,,,,2017-12-11 06:57:06,False
past-issues/volume-iv-issue-2,birds-of-the-prairie-vol-iv-issue-2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/birds-of-the-prairie-vol-iv-issue-2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/birds-of-the-prairie-vol-iv-issue-2 ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/birds-of-the-prairie-vol-iv-issue-2 ,Birds of the Prairie,2023-09-19 15:10:27,,13,"In this issue we focus on the Wood Duck, the Baltimore Oriole, the Common Loon, and the Hooded Merganser.",rootstalk-2018-spring,[],1,photographer,Ken Saunders II,saunders-headshot-volume-iv-issue-2.jpg,,,Multimedia Essay,True,botp-header-vol-iv-issue-2-birds.jpg,,,,,,,,2020-11-11 23:56:53,False
past-issues/volume-iv-issue-2,finding-the-lost-duck,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/finding-the-lost-duck ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/finding-the-lost-duck ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/finding-the-lost-duck ,Finding the Lost Duck,2023-09-19 15:10:27,,93,"Where can you find the essential Iowa? Not in a single place, as this writer found, on the road with his father and a van full of...",rootstalk-2018-spring,[],1,author,Colin Lewis-Beck,colin-lewis-beck-headshot-volume-iv-issue-2.jpg,,"Colin Lewis-Beck has a BA from [Middlebury College,](http://www.middlebury.edu) an MPP/MA from the [University of Michigan,](http...",Memoir,True,lewis-beck-header-finding-the-lost-duck.jpg,,,,,,,,2017-12-14 07:58:32,False
past-issues/volume-iv-issue-2,travel-by-starlight,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/travel-by-starlight ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/travel-by-starlight ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/travel-by-starlight ,Travel by Starlight,2023-09-19 15:10:28,,24,"Roadtrips aren't just fodder for travelogues, as this poet shows us. They produce poems, too.",rootstalk-2018-spring,[],1,author,Stephanie L. Harper,harper-headshot-volume-iv-issue-2.jpg,,"[Stephanie L. Harper](https://slharperpoetry.com) lives with her family in Hillsboro, OR. She got her B.A. from Grinnell College ...",Poetry,True,travel-by-starlight.jpg,,,,,,,,2020-01-06 00:35:27,False
past-issues/volume-iv-issue-2,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iv-issue-2/ ,https://rootstalk.grinnell.edu/past-issues/volume-iv-issue-2/ ,"Volume IV, Issue 2",2023-05-11 16:23:51,,0,Spring 2018,rootstalk-2018-spring,"['issueIndex', 'pid', 'sidebar', 'issue']",,,,,,,,,,,,,,,,,,
past-issues/volume-vii-issue-1,keleher,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/keleher ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/keleher ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/keleher ,A Conversation About the Great Plains Trail,2023-09-19 15:10:34,,53,,rootstalk-2020-fall,[],1,author,Clay Bonnyman Evans,grinnell_29574_OBJ.jpg,,"[Clay Bonnyman Evans](https://claybonnymanevans.com/) is a freelance writer, [thru-hiker,](https://www.nytimes.com/2019/08/23/tra...",Interview,True,grinnell_29628_OBJ.jpg,,,,,,,,2021-05-19,False
past-issues/volume-vii-issue-1,andelson-maya,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/andelson-maya ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/andelson-maya ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/andelson-maya ,A Summer's Day on the Prairie,2023-09-19 15:10:34,,67,,rootstalk-2020-fall,[],1,author,Maya Andelson,grinnell_29544_OBJ.jpg,,"***Maya Andelson*** is an alumnus of Grinnell College and an Iowa native with her roots in the state's rolling hills, prairies, c...",Video Essay,True,grinnell_29679_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,sherpa,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/sherpa ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/sherpa ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/sherpa ,From Bhutan to Omaha: Refugees Put Down New Roots,2023-09-19 15:10:34,,74,,rootstalk-2020-fall,[],1,author,Tenzing Sherpa,grinnell_29665_OBJ.jpg,,Tenzing Sherpa is a third-year student at Grinnell College majoring in biological chemistry and concentrating in neuroscience. Sh...,Essay,True,grinnell_29678_OBJ.jpg,,profile,,,,,,,False
past-issues/volume-vii-issue-1,tibatemwa,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/tibatemwa ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/tibatemwa ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/tibatemwa ,Infographic: How Wetlands Contribute to Water Quality,2023-09-19 15:10:34,,25,,rootstalk-2020-fall,[],1,author,Elisha Tibatemwa,grinnell_29556_OBJ.jpg,,"***Elisha Tibatemwa*** is a fourth-year student from Kampala, Uganda, at Grinnell College studying Biology and Political Science....",Infographic,True,grinnell_29676_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,yuan,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/yuan ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/yuan ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/yuan ,Two Poems,2023-09-19 15:10:34,,21,,rootstalk-2020-fall,[],1,author,Changming Yuan,grinnell_29606_OBJ.jpg,,"***Changming Yuan*** began studying the English alphabet in Shanghai when he was 19, published translation monographs, and served...",Poetry,True,grinnell_29677_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,miller,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/miller ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/miller ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/miller ,Evening Falls on the Prairie,2023-09-19 15:10:34,,79,,rootstalk-2020-fall,[],1,author,Oona Miller,grinnell_29616_OBJ.jpg,,***[Oona Miller](https://oonamiller.weebly.com/)*** is a Class of ‘21 Grinnellian finishing up her English major and Technology S...,Multimedia,True,grinnell_29629_OBJ.jpg,,,,,an Interactive Prairie Poetry Module,,,2021-05-19,False
past-issues/volume-vii-issue-1,baechtel,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/baechtel ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/baechtel ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/baechtel ,Editor's Note: After the Storm,2023-09-19 15:10:34,,6,,rootstalk-2020-fall,[],1,author,Mark Baechtel,grinnell_29550_OBJ.jpg,,***Mark Baechtel*** received his B.A. in print journalism from [The American University](https://www.american.edu/) in Washington...,Editor's Note,True,grinnell_29671_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,doherty,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/doherty ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/doherty ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/doherty ,Barns of the Midwest,2023-09-19 15:10:34,,51,,rootstalk-2020-fall,[],1,author,Mckenna Doherty,grinnell_29554_OBJ.jpg,,"***McKenna Doherty*** is a third-year student at Grinnell College majoring in English and Studio Art. Born in Red Lodge, Montana ...",Video Essay,True,grinnell_29627_OBJ.jpg,,,,,An Homage to Our Agricultural Past,,,2021-05-19,False
past-issues/volume-vii-issue-1,arneson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/arneson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/arneson ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/arneson ,The Politicians of Edison High School,2023-09-19 15:10:34,,32,,rootstalk-2020-fall,[],1,author,Connor Arneson,grinnell_29694_OBJ.jpg,,"***Connor Arneson*** is a second-year student at Grinnell College where he is studying history. Born and raised in Minneapolis, M...",Audio Essay,True,grinnell_29641_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,andelson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/andelson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/andelson ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/andelson ,"Publisher's Note: Bad, Badder, Baddest",2023-09-19 15:10:34,,3,,rootstalk-2020-fall,[],1,author,Jon Andelson,grinnell_29542_OBJ.jpg,,***Jon Andelson*** is the Publisher of Rootstalk. He is [Rosenfield Professor of Social Science](https://www.grinnell.edu/academi...,Publisher's Note,True,grinnell_29670_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,goodall,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/goodall ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/goodall ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/goodall ,Prairie Restoration: Grown at Home,2023-09-19 15:10:34,,63,,rootstalk-2020-fall,[],1,author,Katie Goodall,grinnell_29564_OBJ.png,,"***Katie Goodall*** is a second year Grinnell College student from Colorado Springs. She is studying English and sociology, and h...",Infographic,True,grinnell_29682_OBJ.jpg,,,,,,,,,False
past-issues/volume-vii-issue-1,getahun,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/getahun ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-1/getahun ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-1/getahun ,Trees of the Prairie,2023-09-19 15:10:34,,23,,rootstalk-2020-fall,[],1,author,Fit Getahun,grinnell_29562_OBJ.jpg,,***Fit Getahun*** is a senior biology and history major at Grinnell College. He also concentrates in neuroscience and hopes to so...,Photo Essay,True,grinnell_29674_OBJ.jpg,,,,,,,,,False
